"type","id","subjectId","date","duration","room","reasonsString","category","score","reasonsList","timestamp"
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"CIC-4","Con dolor de cuello","Estado físico",1,"['Con dolor de cuello']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"CIC-4","Motivado/a","Estado anímico",4,"['Motivado/a']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"CIC-4","Material adecuado","Temario",4,"['Material adecuado']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"CIC-4","Explicaciones entretenidas","Docente",5,"['Explicaciones entretenidas']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"CIC-4","Temperatura perfecta","Ambiente",4,"['Temperatura perfecta']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"CIC-4","Con dolor de cabeza","Estado físico",3,"['Con dolor de cabeza']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"CIC-4","Con ansiedad","Estado anímico",2,"['Con ansiedad']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"CIC-4","Muy práctico","Temario",3,"['Muy práctico']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"CIC-4","Explicaciones entretenidas","Docente",3,"['Explicaciones entretenidas']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"CIC-4","Demasiado calor","Ambiente",2,"['Demasiado calor']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"1001","Normal","Estado físico",4,"['Normal']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"1001","Triste","Estado anímico",2,"['Triste']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"1001","Interesante","Temario",5,"['Interesante']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"1001","Buena actitud","Docente",3,"['Buena actitud']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"1001","Sin ruido","Ambiente",5,"['Sin ruido']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3203","Con dolor de cuello","Estado físico",1,"['Con dolor de cuello']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3203","Contento/a","Estado anímico",5,"['Contento/a']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3203","Interesante","Temario",4,"['Interesante']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3203","Explicaciones entretenidas","Docente",5,"['Explicaciones entretenidas']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3203","Demasiado calor","Ambiente",2,"['Demasiado calor']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"1001","Normal","Estado físico",4,"['Normal']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"1001","Agobiado/a","Estado anímico",2,"['Agobiado/a']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"1001","Material adecuado","Temario",4,"['Material adecuado']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"1001","Mala organización","Docente",1,"['Mala organización']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"1001","Poca luz","Ambiente",2,"['Poca luz']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Normal","Estado físico",3,"['Normal']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Agobiado/a","Estado anímico",3,"['Agobiado/a']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Temario denso","Temario",1,"['Temario denso']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Poco dinamismo","Docente",1,"['Poco dinamismo']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Poca luz","Ambiente",3,"['Poca luz']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3104","Enérgico/a","Estado físico",3,"['Enérgico/a']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3104","Motivado/a","Estado anímico",4,"['Motivado/a']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3104","Repetitivo","Temario",1,"['Repetitivo']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3104","Poca creatividad","Docente",1,"['Poca creatividad']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3104","Poca luz","Ambiente",2,"['Poca luz']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-3","Agotado/a","Estado físico",1,"['Agotado/a']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-3","Contento/a","Estado anímico",5,"['Contento/a']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-3","Repetitivo","Temario",2,"['Repetitivo']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-3","Dinamismo","Docente",4,"['Dinamismo']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-3","Ambiente agradable","Ambiente",3,"['Ambiente agradable']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3302","Enérgico/a","Estado físico",5,"['Enérgico/a']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3302","Estresado/a","Estado anímico",2,"['Estresado/a']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3302","Temario denso","Temario",3,"['Temario denso']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3302","Explicaciones entretenidas","Docente",5,"['Explicaciones entretenidas']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3302","Demasiado calor","Ambiente",2,"['Demasiado calor']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-4","Normal","Estado físico",4,"['Normal']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-4","Triste","Estado anímico",2,"['Triste']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-4","Poco práctico","Temario",2,"['Poco práctico']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-4","Poca creatividad","Docente",2,"['Poca creatividad']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-4","Ambiente agradable","Ambiente",5,"['Ambiente agradable']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-4","Enérgico/a","Estado físico",5,"['Enérgico/a']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-4","Con ansiedad","Estado anímico",3,"['Con ansiedad']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-4","Material limitado","Temario",2,"['Material limitado']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-4","Explicaciones entretenidas","Docente",5,"['Explicaciones entretenidas']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-4","Sin ruido","Ambiente",3,"['Sin ruido']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"CIC-3","Normal","Estado físico",4,"['Normal']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"CIC-3","Eufórico/a","Estado anímico",4,"['Eufórico/a']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"CIC-3","Muy práctico","Temario",5,"['Muy práctico']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"CIC-3","Poco dinamismo","Docente",1,"['Poco dinamismo']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"CIC-3","Poca luz","Ambiente",2,"['Poca luz']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"1001","Con hambre o sed","Estado físico",1,"['Con hambre o sed']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"1001","Agobiado/a","Estado anímico",1,"['Agobiado/a']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"1001","Interesante","Temario",4,"['Interesante']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"1001","Poca creatividad","Docente",1,"['Poca creatividad']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"1001","Demasiado ruido","Ambiente",2,"['Demasiado ruido']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3301","Enfermo/a","Estado físico",1,"['Enfermo/a']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3301","Agobiado/a","Estado anímico",2,"['Agobiado/a']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3301","Temario bien estructurado","Temario",5,"['Temario bien estructurado']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3301","Paciencia","Docente",5,"['Paciencia']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3301","Demasiado ruido","Ambiente",2,"['Demasiado ruido']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"1001","Normal","Estado físico",4,"['Normal']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"1001","Cansado/a","Estado anímico",1,"['Cansado/a']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"1001","Temario denso","Temario",2,"['Temario denso']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"1001","Paciencia","Docente",4,"['Paciencia']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"1001","Demasiado frío","Ambiente",2,"['Demasiado frío']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3301","Agotado/a","Estado físico",2,"['Agotado/a']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3301","Motivado/a","Estado anímico",5,"['Motivado/a']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3301","Poco práctico","Temario",2,"['Poco práctico']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3301","Explicaciones entretenidas","Docente",3,"['Explicaciones entretenidas']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3301","Demasiado calor","Ambiente",2,"['Demasiado calor']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"CIC-3","Enérgico/a","Estado físico",5,"['Enérgico/a']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"CIC-3","Normal","Estado anímico",5,"['Normal']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"CIC-3","Repetitivo","Temario",1,"['Repetitivo']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"CIC-3","Mala organización","Docente",2,"['Mala organización']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"CIC-3","Demasiado frío","Ambiente",2,"['Demasiado frío']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3104","Con dolor de cuello","Estado físico",2,"['Con dolor de cuello']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3104","Estresado/a","Estado anímico",1,"['Estresado/a']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3104","Material adecuado","Temario",3,"['Material adecuado']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3104","Buena organización","Docente",5,"['Buena organización']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3104","Temperatura perfecta","Ambiente",4,"['Temperatura perfecta']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Enfermo/a","Estado físico",2,"['Enfermo/a']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Contento/a","Estado anímico",4,"['Contento/a']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Interesante","Temario",4,"['Interesante']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Poca paciencia","Docente",3,"['Poca paciencia']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Temperatura perfecta","Ambiente",5,"['Temperatura perfecta']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Normal","Estado físico",4,"['Normal']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Motivado/a","Estado anímico",4,"['Motivado/a']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Muy práctico","Temario",5,"['Muy práctico']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Mala organización","Docente",1,"['Mala organización']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Demasiado calor","Ambiente",2,"['Demasiado calor']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3301","Con hambre o sed","Estado físico",3,"['Con hambre o sed']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3301","Motivado/a","Estado anímico",5,"['Motivado/a']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3301","Repetitivo","Temario",2,"['Repetitivo']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3301","Buena organización","Docente",5,"['Buena organización']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3301","Ambiente agradable","Ambiente",4,"['Ambiente agradable']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"CIC-4","Con dolor de espalda","Estado físico",1,"['Con dolor de espalda']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"CIC-4","Contento/a","Estado anímico",4,"['Contento/a']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"CIC-4","Temario denso","Temario",2,"['Temario denso']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"CIC-4","Poco dinamismo","Docente",1,"['Poco dinamismo']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"CIC-4","Ambiente agradable","Ambiente",3,"['Ambiente agradable']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3104","Con hambre o sed","Estado físico",1,"['Con hambre o sed']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3104","Motivado/a","Estado anímico",3,"['Motivado/a']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3104","Repetitivo","Temario",2,"['Repetitivo']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3104","Paciencia","Docente",3,"['Paciencia']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3104","Iluminación correcta","Ambiente",5,"['Iluminación correcta']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3104","Con dolor de cuello","Estado físico",3,"['Con dolor de cuello']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3104","Eufórico/a","Estado anímico",4,"['Eufórico/a']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3104","Temario denso","Temario",3,"['Temario denso']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3104","Poca creatividad","Docente",1,"['Poca creatividad']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3104","Temperatura perfecta","Ambiente",4,"['Temperatura perfecta']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"3301","Con hambre o sed","Estado físico",1,"['Con hambre o sed']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"3301","Motivado/a","Estado anímico",4,"['Motivado/a']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"3301","Temario denso","Temario",2,"['Temario denso']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"3301","Poca creatividad","Docente",3,"['Poca creatividad']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"3301","Ambiente agradable","Ambiente",4,"['Ambiente agradable']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"CIC-4","Enérgico/a","Estado físico",5,"['Enérgico/a']",1654855200.0
