,subjectId,duration,room,date,reasonsString,score,reasonsList,category,measure
43,Sistemas Basados en Computador,2,3203,2022-03-01 22:10:00+00:00,Creatividad,4,['Creatividad'],Docente,
43,Sistemas Basados en Computador,2,3203,2022-03-01 22:10:00+00:00,Temperatura perfecta,3,['Temperatura perfecta'],Ambiente,
44,Sistemas Basados en Computador,2,1001,2022-03-01 22:10:00+00:00,Con dolor de cabeza,1,['Con dolor de cabeza'],Estado físico,
44,Sistemas Basados en Computador,2,1001,2022-03-01 22:10:00+00:00,Cansado/a,1,['Cansado/a'],Estado anímico,
44,Sistemas Basados en Computador,2,1001,2022-03-01 22:10:00+00:00,Poco práctico,1,['Poco práctico'],Temario,
44,Sistemas Basados en Computador,2,1001,2022-03-01 22:10:00+00:00,Explicaciones entretenidas,4,['Explicaciones entretenidas'],Docente,
44,Sistemas Basados en Computador,2,1001,2022-03-01 22:10:00+00:00,Sin ruido,4,['Sin ruido'],Ambiente,noise
45,Sistemas Basados en Computador,2,1001,2022-03-01 22:10:00+00:00,Enérgico/a,5,['Enérgico/a'],Estado físico,
45,Sistemas Basados en Computador,2,1001,2022-03-01 22:10:00+00:00,Contento/a,4,['Contento/a'],Estado anímico,
45,Sistemas Basados en Computador,2,1001,2022-03-01 22:10:00+00:00,Material limitado,1,['Material limitado'],Temario,
45,Sistemas Basados en Computador,2,1001,2022-03-01 22:10:00+00:00,Paciencia,4,['Paciencia'],Docente,
45,Sistemas Basados en Computador,2,1001,2022-03-01 22:10:00+00:00,Demasiado ruido,2,['Demasiado ruido'],Ambiente,noise
46,Sistemas Basados en Computador,2,CIC-3,2022-03-01 22:10:00+00:00,Con dolor de cuello,1,['Con dolor de cuello'],Estado físico,
46,Sistemas Basados en Computador,2,CIC-3,2022-03-01 22:10:00+00:00,Contento/a,4,['Contento/a'],Estado anímico,
46,Sistemas Basados en Computador,2,CIC-3,2022-03-01 22:10:00+00:00,Repetitivo,1,['Repetitivo'],Temario,
46,Sistemas Basados en Computador,2,CIC-3,2022-03-01 22:10:00+00:00,Poco dinamismo,1,['Poco dinamismo'],Docente,
46,Sistemas Basados en Computador,2,CIC-3,2022-03-01 22:10:00+00:00,Demasiado calor,2,['Demasiado calor'],Ambiente,temperature
47,Sistemas Basados en Computador,2,CIC-3,2022-03-01 22:10:00+00:00,Enérgico/a,4,['Enérgico/a'],Estado físico,
47,Sistemas Basados en Computador,2,CIC-3,2022-03-01 22:10:00+00:00,Eufórico/a,5,['Eufórico/a'],Estado anímico,
47,Sistemas Basados en Computador,2,CIC-3,2022-03-01 22:10:00+00:00,Temario denso,3,['Temario denso'],Temario,
47,Sistemas Basados en Computador,2,CIC-3,2022-03-01 22:10:00+00:00,Poca cooperación,1,['Poca cooperación'],Docente,
47,Sistemas Basados en Computador,2,CIC-3,2022-03-01 22:10:00+00:00,Temperatura perfecta,4,['Temperatura perfecta'],Ambiente,
48,Sistemas Basados en Computador,2,CIC-3,2022-03-01 22:10:00+00:00,Normal,5,['Normal'],Estado físico,
48,Sistemas Basados en Computador,2,CIC-3,2022-03-01 22:10:00+00:00,Normal,5,['Normal'],Estado anímico,
48,Sistemas Basados en Computador,2,CIC-3,2022-03-01 22:10:00+00:00,Material limitado,1,['Material limitado'],Temario,
48,Sistemas Basados en Computador,2,CIC-3,2022-03-01 22:10:00+00:00,Dinamismo,5,['Dinamismo'],Docente,
48,Sistemas Basados en Computador,2,CIC-3,2022-03-01 22:10:00+00:00,Demasiado ruido,1,['Demasiado ruido'],Ambiente,noise
49,Sistemas Basados en Computador,2,CIC-3,2022-03-01 22:10:00+00:00,Normal,3,['Normal'],Estado físico,
49,Sistemas Basados en Computador,2,CIC-3,2022-03-01 22:10:00+00:00,Eufórico/a,5,['Eufórico/a'],Estado anímico,
49,Sistemas Basados en Computador,2,CIC-3,2022-03-01 22:10:00+00:00,Temario bien estructurado,4,['Temario bien estructurado'],Temario,
49,Sistemas Basados en Computador,2,CIC-3,2022-03-01 22:10:00+00:00,Poca creatividad,2,['Poca creatividad'],Docente,
49,Sistemas Basados en Computador,2,CIC-3,2022-03-01 22:10:00+00:00,Demasiado calor,3,['Demasiado calor'],Ambiente,temperature
50,Fundamentos de Economía y Empresa,2,1001,2022-03-02 02:29:06+00:00,Enfermo/a,2,['Enfermo/a'],Estado físico,
50,Fundamentos de Economía y Empresa,2,1001,2022-03-02 02:29:06+00:00,Triste,1,['Triste'],Estado anímico,
50,Fundamentos de Economía y Empresa,2,1001,2022-03-02 02:29:06+00:00,Material limitado,2,['Material limitado'],Temario,
50,Fundamentos de Economía y Empresa,2,1001,2022-03-02 02:29:06+00:00,Buena organización,5,['Buena organización'],Docente,
50,Fundamentos de Economía y Empresa,2,1001,2022-03-02 02:29:06+00:00,Demasiado ruido,1,['Demasiado ruido'],Ambiente,noise
51,Fundamentos de Economía y Empresa,2,3104,2022-03-02 02:29:06+00:00,Agotado/a,3,['Agotado/a'],Estado físico,
51,Fundamentos de Economía y Empresa,2,3104,2022-03-02 02:29:06+00:00,Estresado/a,1,['Estresado/a'],Estado anímico,
51,Fundamentos de Economía y Empresa,2,3104,2022-03-02 02:29:06+00:00,Material adecuado,5,['Material adecuado'],Temario,
51,Fundamentos de Economía y Empresa,2,3104,2022-03-02 02:29:06+00:00,Poca creatividad,1,['Poca creatividad'],Docente,
51,Fundamentos de Economía y Empresa,2,3104,2022-03-02 02:29:06+00:00,Sin ruido,4,['Sin ruido'],Ambiente,noise
52,Fundamentos de Economía y Empresa,2,1001,2022-03-02 02:29:06+00:00,Enérgico/a,4,['Enérgico/a'],Estado físico,
52,Fundamentos de Economía y Empresa,2,1001,2022-03-02 02:29:06+00:00,Contento/a,4,['Contento/a'],Estado anímico,
52,Fundamentos de Economía y Empresa,2,1001,2022-03-02 02:29:06+00:00,Poco práctico,3,['Poco práctico'],Temario,
52,Fundamentos de Economía y Empresa,2,1001,2022-03-02 02:29:06+00:00,Explicaciones aburridas,3,['Explicaciones aburridas'],Docente,
52,Fundamentos de Economía y Empresa,2,1001,2022-03-02 02:29:06+00:00,Ambiente agradable,3,['Ambiente agradable'],Ambiente,co2
53,Fundamentos de Economía y Empresa,2,3301,2022-03-02 02:29:06+00:00,Enfermo/a,1,['Enfermo/a'],Estado físico,
53,Fundamentos de Economía y Empresa,2,3301,2022-03-02 02:29:06+00:00,Cansado/a,2,['Cansado/a'],Estado anímico,
53,Fundamentos de Economía y Empresa,2,3301,2022-03-02 02:29:06+00:00,Temario denso,2,['Temario denso'],Temario,
53,Fundamentos de Economía y Empresa,2,3301,2022-03-02 02:29:06+00:00,Poca cooperación,2,['Poca cooperación'],Docente,
53,Fundamentos de Economía y Empresa,2,3301,2022-03-02 02:29:06+00:00,Demasiado frío,2,['Demasiado frío'],Ambiente,temperature
54,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 02:29:06+00:00,Enfermo/a,1,['Enfermo/a'],Estado físico,
54,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 02:29:06+00:00,Eufórico/a,4,['Eufórico/a'],Estado anímico,
54,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 02:29:06+00:00,Temario bien estructurado,5,['Temario bien estructurado'],Temario,
54,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 02:29:06+00:00,Explicaciones aburridas,2,['Explicaciones aburridas'],Docente,
54,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 02:29:06+00:00,Demasiado calor,2,['Demasiado calor'],Ambiente,temperature
55,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-02 02:29:06+00:00,Normal,5,['Normal'],Estado físico,
55,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-02 02:29:06+00:00,Eufórico/a,5,['Eufórico/a'],Estado anímico,
55,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-02 02:29:06+00:00,Temario bien estructurado,5,['Temario bien estructurado'],Temario,
55,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-02 02:29:06+00:00,Explicaciones entretenidas,4,['Explicaciones entretenidas'],Docente,
55,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-02 02:29:06+00:00,Demasiado ruido,2,['Demasiado ruido'],Ambiente,noise
56,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 02:29:06+00:00,Agotado/a,3,['Agotado/a'],Estado físico,
56,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 02:29:06+00:00,Normal,4,['Normal'],Estado anímico,
56,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 02:29:06+00:00,Poco práctico,2,['Poco práctico'],Temario,
56,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 02:29:06+00:00,Poca creatividad,1,['Poca creatividad'],Docente,
56,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 02:29:06+00:00,Demasiado calor,1,['Demasiado calor'],Ambiente,temperature
57,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 02:29:06+00:00,Normal,4,['Normal'],Estado físico,
57,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 02:29:06+00:00,Normal,5,['Normal'],Estado anímico,
57,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 02:29:06+00:00,Muy práctico,4,['Muy práctico'],Temario,
57,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 02:29:06+00:00,Explicaciones aburridas,2,['Explicaciones aburridas'],Docente,
57,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 02:29:06+00:00,Demasiado frío,3,['Demasiado frío'],Ambiente,temperature
58,Fundamentos de Economía y Empresa,2,3203,2022-03-02 02:29:06+00:00,Enérgico/a,4,['Enérgico/a'],Estado físico,
58,Fundamentos de Economía y Empresa,2,3203,2022-03-02 02:29:06+00:00,Motivado/a,3,['Motivado/a'],Estado anímico,
58,Fundamentos de Economía y Empresa,2,3203,2022-03-02 02:29:06+00:00,Temario bien estructurado,4,['Temario bien estructurado'],Temario,
58,Fundamentos de Economía y Empresa,2,3203,2022-03-02 02:29:06+00:00,Poca cooperación,2,['Poca cooperación'],Docente,
58,Fundamentos de Economía y Empresa,2,3203,2022-03-02 02:29:06+00:00,Sin ruido,4,['Sin ruido'],Ambiente,noise
59,Fundamentos de Economía y Empresa,2,3203,2022-03-02 02:29:06+00:00,Enfermo/a,1,['Enfermo/a'],Estado físico,
59,Fundamentos de Economía y Empresa,2,3203,2022-03-02 02:29:06+00:00,Motivado/a,4,['Motivado/a'],Estado anímico,
59,Fundamentos de Economía y Empresa,2,3203,2022-03-02 02:29:06+00:00,Material adecuado,3,['Material adecuado'],Temario,
59,Fundamentos de Economía y Empresa,2,3203,2022-03-02 02:29:06+00:00,Poca creatividad,1,['Poca creatividad'],Docente,
59,Fundamentos de Economía y Empresa,2,3203,2022-03-02 02:29:06+00:00,Ambiente denso,1,['Ambiente denso'],Ambiente,co2
60,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 03:35:35+00:00,Normal,5,['Normal'],Estado físico,
60,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 03:35:35+00:00,Contento/a,5,['Contento/a'],Estado anímico,
60,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 03:35:35+00:00,Repetitivo,2,['Repetitivo'],Temario,
60,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 03:35:35+00:00,Dinamismo,5,['Dinamismo'],Docente,
60,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 03:35:35+00:00,Poca luz,2,['Poca luz'],Ambiente,luminosity
61,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 03:35:35+00:00,Enérgico/a,3,['Enérgico/a'],Estado físico,
61,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 03:35:35+00:00,Contento/a,4,['Contento/a'],Estado anímico,
61,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 03:35:35+00:00,Poco práctico,2,['Poco práctico'],Temario,
61,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 03:35:35+00:00,Poco dinamismo,2,['Poco dinamismo'],Docente,
61,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 03:35:35+00:00,Demasiado frío,1,['Demasiado frío'],Ambiente,temperature
62,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-02 03:35:35+00:00,Con dolor de espalda,2,['Con dolor de espalda'],Estado físico,
62,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-02 03:35:35+00:00,Con ansiedad,1,['Con ansiedad'],Estado anímico,
62,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-02 03:35:35+00:00,Poco práctico,3,['Poco práctico'],Temario,
62,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-02 03:35:35+00:00,Buena organización,3,['Buena organización'],Docente,
62,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-02 03:35:35+00:00,Demasiado ruido,1,['Demasiado ruido'],Ambiente,noise
63,Fundamentos de Economía y Empresa,2,3203,2022-03-02 03:35:35+00:00,Enérgico/a,4,['Enérgico/a'],Estado físico,
63,Fundamentos de Economía y Empresa,2,3203,2022-03-02 03:35:35+00:00,Eufórico/a,5,['Eufórico/a'],Estado anímico,
63,Fundamentos de Economía y Empresa,2,3203,2022-03-02 03:35:35+00:00,Interesante,3,['Interesante'],Temario,
63,Fundamentos de Economía y Empresa,2,3203,2022-03-02 03:35:35+00:00,Poca creatividad,2,['Poca creatividad'],Docente,
63,Fundamentos de Economía y Empresa,2,3203,2022-03-02 03:35:35+00:00,Demasiado calor,1,['Demasiado calor'],Ambiente,temperature
64,Fundamentos de Economía y Empresa,2,1001,2022-03-02 03:35:35+00:00,Normal,5,['Normal'],Estado físico,
64,Fundamentos de Economía y Empresa,2,1001,2022-03-02 03:35:35+00:00,Agobiado/a,3,['Agobiado/a'],Estado anímico,
64,Fundamentos de Economía y Empresa,2,1001,2022-03-02 03:35:35+00:00,Muy práctico,4,['Muy práctico'],Temario,
64,Fundamentos de Economía y Empresa,2,1001,2022-03-02 03:35:35+00:00,Buena organización,4,['Buena organización'],Docente,
64,Fundamentos de Economía y Empresa,2,1001,2022-03-02 03:35:35+00:00,Poca luz,2,['Poca luz'],Ambiente,luminosity
65,Fundamentos de Economía y Empresa,2,3203,2022-03-02 03:35:35+00:00,Con dolor de espalda,2,['Con dolor de espalda'],Estado físico,
65,Fundamentos de Economía y Empresa,2,3203,2022-03-02 03:35:35+00:00,Triste,3,['Triste'],Estado anímico,
65,Fundamentos de Economía y Empresa,2,3203,2022-03-02 03:35:35+00:00,Material adecuado,5,['Material adecuado'],Temario,
65,Fundamentos de Economía y Empresa,2,3203,2022-03-02 03:35:35+00:00,Poca creatividad,1,['Poca creatividad'],Docente,
65,Fundamentos de Economía y Empresa,2,3203,2022-03-02 03:35:35+00:00,Ambiente agradable,5,['Ambiente agradable'],Ambiente,co2
66,Fundamentos de Economía y Empresa,2,3104,2022-03-02 03:35:35+00:00,Con dolor de cuello,2,['Con dolor de cuello'],Estado físico,
66,Fundamentos de Economía y Empresa,2,3104,2022-03-02 03:35:35+00:00,Contento/a,4,['Contento/a'],Estado anímico,
66,Fundamentos de Economía y Empresa,2,3104,2022-03-02 03:35:35+00:00,Interesante,5,['Interesante'],Temario,
66,Fundamentos de Economía y Empresa,2,3104,2022-03-02 03:35:35+00:00,Poca paciencia,2,['Poca paciencia'],Docente,
66,Fundamentos de Economía y Empresa,2,3104,2022-03-02 03:35:35+00:00,Demasiado ruido,2,['Demasiado ruido'],Ambiente,noise
67,Fundamentos de Economía y Empresa,2,3302,2022-03-02 03:35:35+00:00,Con dolor de cabeza,1,['Con dolor de cabeza'],Estado físico,
67,Fundamentos de Economía y Empresa,2,3302,2022-03-02 03:35:35+00:00,Motivado/a,5,['Motivado/a'],Estado anímico,
67,Fundamentos de Economía y Empresa,2,3302,2022-03-02 03:35:35+00:00,Temario bien estructurado,3,['Temario bien estructurado'],Temario,
67,Fundamentos de Economía y Empresa,2,3302,2022-03-02 03:35:35+00:00,Poca cooperación,1,['Poca cooperación'],Docente,
67,Fundamentos de Economía y Empresa,2,3302,2022-03-02 03:35:35+00:00,Sin ruido,5,['Sin ruido'],Ambiente,noise
68,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-02 03:35:35+00:00,Con dolor de espalda,1,['Con dolor de espalda'],Estado físico,
68,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-02 03:35:35+00:00,Motivado/a,4,['Motivado/a'],Estado anímico,
68,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-02 03:35:35+00:00,Material limitado,2,['Material limitado'],Temario,
68,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-02 03:35:35+00:00,Buena organización,5,['Buena organización'],Docente,
68,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-02 03:35:35+00:00,Temperatura perfecta,3,['Temperatura perfecta'],Ambiente,
69,Fundamentos de Economía y Empresa,2,3301,2022-03-02 03:35:35+00:00,Agotado/a,1,['Agotado/a'],Estado físico,
69,Fundamentos de Economía y Empresa,2,3301,2022-03-02 03:35:35+00:00,Triste,2,['Triste'],Estado anímico,
69,Fundamentos de Economía y Empresa,2,3301,2022-03-02 03:35:35+00:00,Temario bien estructurado,5,['Temario bien estructurado'],Temario,
69,Fundamentos de Economía y Empresa,2,3301,2022-03-02 03:35:35+00:00,Dinamismo,5,['Dinamismo'],Docente,
69,Fundamentos de Economía y Empresa,2,3301,2022-03-02 03:35:35+00:00,Demasiado frío,2,['Demasiado frío'],Ambiente,temperature
70,Fundamentos de Economía y Empresa,2,1001,2022-03-02 04:08:47+00:00,Normal,5,['Normal'],Estado físico,
70,Fundamentos de Economía y Empresa,2,1001,2022-03-02 04:08:47+00:00,Motivado/a,5,['Motivado/a'],Estado anímico,
70,Fundamentos de Economía y Empresa,2,1001,2022-03-02 04:08:47+00:00,Poco práctico,3,['Poco práctico'],Temario,
70,Fundamentos de Economía y Empresa,2,1001,2022-03-02 04:08:47+00:00,Poco dinamismo,1,['Poco dinamismo'],Docente,
70,Fundamentos de Economía y Empresa,2,1001,2022-03-02 04:08:47+00:00,Ambiente agradable,4,['Ambiente agradable'],Ambiente,co2
71,Fundamentos de Economía y Empresa,2,3104,2022-03-02 04:08:47+00:00,Con dolor de cuello,3,['Con dolor de cuello'],Estado físico,
71,Fundamentos de Economía y Empresa,2,3104,2022-03-02 04:08:47+00:00,Motivado/a,4,['Motivado/a'],Estado anímico,
71,Fundamentos de Economía y Empresa,2,3104,2022-03-02 04:08:47+00:00,Temario bien estructurado,5,['Temario bien estructurado'],Temario,
71,Fundamentos de Economía y Empresa,2,3104,2022-03-02 04:08:47+00:00,Dinamismo,4,['Dinamismo'],Docente,
71,Fundamentos de Economía y Empresa,2,3104,2022-03-02 04:08:47+00:00,Iluminación correcta,5,['Iluminación correcta'],Ambiente,luminosity
72,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 04:08:47+00:00,Con dolor de cabeza,3,['Con dolor de cabeza'],Estado físico,
72,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 04:08:47+00:00,Agobiado/a,1,['Agobiado/a'],Estado anímico,
72,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 04:08:47+00:00,Repetitivo,1,['Repetitivo'],Temario,
72,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 04:08:47+00:00,Buena organización,4,['Buena organización'],Docente,
72,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 04:08:47+00:00,Demasiado frío,2,['Demasiado frío'],Ambiente,temperature
73,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 04:08:47+00:00,Con hambre o sed,2,['Con hambre o sed'],Estado físico,
73,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 04:08:47+00:00,Contento/a,5,['Contento/a'],Estado anímico,
73,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 04:08:47+00:00,Muy práctico,5,['Muy práctico'],Temario,
73,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 04:08:47+00:00,Mala organización,1,['Mala organización'],Docente,
73,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 04:08:47+00:00,Poca luz,1,['Poca luz'],Ambiente,luminosity
74,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 04:08:47+00:00,Enérgico/a,3,['Enérgico/a'],Estado físico,
74,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 04:08:47+00:00,Motivado/a,5,['Motivado/a'],Estado anímico,
74,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 04:08:47+00:00,Interesante,4,['Interesante'],Temario,
74,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 04:08:47+00:00,Poco dinamismo,2,['Poco dinamismo'],Docente,
74,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-02 04:08:47+00:00,Demasiado ruido,2,['Demasiado ruido'],Ambiente,noise
75,Fundamentos de Economía y Empresa,2,3104,2022-03-02 04:08:47+00:00,Normal,4,['Normal'],Estado físico,
75,Fundamentos de Economía y Empresa,2,3104,2022-03-02 04:08:47+00:00,Motivado/a,5,['Motivado/a'],Estado anímico,
75,Fundamentos de Economía y Empresa,2,3104,2022-03-02 04:08:47+00:00,Temario bien estructurado,4,['Temario bien estructurado'],Temario,
75,Fundamentos de Economía y Empresa,2,3104,2022-03-02 04:08:47+00:00,Mala organización,2,['Mala organización'],Docente,
75,Fundamentos de Economía y Empresa,2,3104,2022-03-02 04:08:47+00:00,Poca luz,2,['Poca luz'],Ambiente,luminosity
76,Fundamentos de Economía y Empresa,2,3302,2022-03-02 04:08:47+00:00,Enfermo/a,3,['Enfermo/a'],Estado físico,
76,Fundamentos de Economía y Empresa,2,3302,2022-03-02 04:08:47+00:00,Triste,2,['Triste'],Estado anímico,
76,Fundamentos de Economía y Empresa,2,3302,2022-03-02 04:08:47+00:00,Material limitado,2,['Material limitado'],Temario,
